<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.07.28	13:00:00	125875	126270	125785	125930	350740	1642898	5
2021.07.28	14:00:00	125925	126110	125410	125990	431535	1963378	5
2021.07.28	15:00:00	125990	127060	125550	126880	645746	3198147	5
2021.07.28	16:00:00	126880	126935	126405	126565	302955	1550364	5
2021.07.28	17:00:00	126565	126745	126305	126305	145857	703975	5
2021.07.29	09:00:00	126415	127145	126375	126645	514926	1905200	5
2021.07.29	10:00:00	126640	126745	125525	125545	853064	3995606	5
2021.07.29	11:00:00	125550	125810	125140	125400	645561	3034864	5
2021.07.29	12:00:00	125395	125955	125275	125940	459067	2132611	5
2021.07.29	13:00:00	125940	126020	125600	125775	407372	1975735	5
2021.07.29	14:00:00	125770	125920	125555	125830	326410	1552473	5
2021.07.29	15:00:00	125830	126230	125710	125955	442056	2181951	5
2021.07.29	16:00:00	125955	126170	125855	125945	298974	1625809	5
2021.07.29	17:00:00	125945	125985	125490	125490	192549	887059	5
2021.07.30	09:00:00	124840	125125	124360	124770	613008	2203206	5
2021.07.30	10:00:00	124775	125245	124380	124885	782639	3510084	5
2021.07.30	11:00:00	124880	124905	123870	123910	671442	3080643	5
2021.07.30	12:00:00	123910	124095	123715	123885	410351	1848700	5
2021.07.30	13:00:00	123880	124090	123295	123395	383195	1825303	5
2021.07.30	14:00:00	123400	123400	122765	122895	479185	2419851	5
2021.07.30	15:00:00	122900	122940	122175	122590	463670	2448858	5
2021.07.30	16:00:00	122585	122695	121830	121985	405180	2354267	5
2021.07.30	17:00:00	121980	122340	121800	122340	196801	967298	5
2021.08.02	09:00:00	123695	123700	123230	123605	505302	1824976	5
2021.08.02	10:00:00	123605	124660	123535	124655	724653	3104529	5
2021.08.02	11:00:00	124650	124805	124230	124350	658440	2904096	5
2021.08.02	12:00:00	124345	124700	123905	123920	490876	2202476	5
2021.08.02	13:00:00	123920	124685	123650	124305	522297	2368415	5
2021.08.02	14:00:00	124310	124575	123935	124260	487571	2296920	5
2021.08.02	15:00:00	124260	124345	123540	123545	489290	2466069	5
2021.08.02	16:00:00	123540	123835	122815	123050	499453	2498026	5
2021.08.02	17:00:00	123055	123180	121985	123180	326390	1507606	5
2021.08.03	09:00:00	123220	123480	121880	122785	836394	3015559	5
2021.08.03	10:00:00	122780	123150	121235	121375	1153436	4652122	5
2021.08.03	11:00:00	121380	121770	120955	121665	876113	3289714	5
2021.08.03	12:00:00	121660	122925	121640	122685	674462	2513134	5
2021.08.03	13:00:00	122680	123250	122390	123180	524199	1880268	5
2021.08.03	14:00:00	123175	123560	122765	122885	613594	2270663	5
2021.08.03	15:00:00	122890	123600	122860	123370	504666	1984417	5
2021.08.03	16:00:00	123370	124020	123335	123735	447414	1726057	5
2021.08.03	17:00:00	123730	123775	123230	123230	201204	684345	5
2021.08.04	09:00:00	123230	123820	122925	123310	875902	2948102	5
2021.08.04	10:00:00	123310	123415	122500	122725	1254926	4280187	5
2021.08.04	11:00:00	122735	122735	121655	122135	1011791	3486187	5
2021.08.04	12:00:00	122135	122195	121135	121450	592842	2289384	5
2021.08.04	13:00:00	121450	122000	121370	121680	459527	1796759	5
2021.08.04	14:00:00	121675	122490	121675	122450	559126	2215913	5
2021.08.04	15:00:00	122455	122710	122025	122255	499432	2042475	5
2021.08.04	16:00:00	122255	122520	121865	121940	398541	1688904	5
2021.08.04	17:00:00	121940	122115	121655	122020	222874	787531	5
2021.08.05	09:00:00	123250	123800	123215	123440	589198	1836966	5
2021.08.05	10:00:00	123435	123800	123005	123455	1089302	3934096	5
2021.08.05	11:00:00	123450	123800	122935	123315	856246	3176728	5
2021.08.05	12:00:00	123315	123465	122590	122730	601676	2379726	5
2021.08.05	13:00:00	122735	122950	122205	122255	529855	1968635	5
2021.08.05	14:00:00	122260	122325	121665	121990	540743	2101487	5
2021.08.05	15:00:00	121995	122155	121230	121540	551818	2303879	5
2021.08.05	16:00:00	121535	121985	121450	121715	393849	1646609	5
2021.08.05	17:00:00	121715	121860	120835	121100	268534	935299	5
2021.08.06	09:00:00	121520	122100	121100	121865	816253	2342720	5
2021.08.06	10:00:00	121865	122685	121810	122235	967750	3380482	5
2021.08.06	11:00:00	122235	122435	121660	122325	701723	2550868	5
2021.08.06	12:00:00	122325	123225	122145	123085	542322	2166209	5
2021.08.06	13:00:00	123085	123290	122755	123070	441071	1807586	5
2021.08.06	14:00:00	123075	123470	122910	122910	366516	1476398	5
2021.08.06	15:00:00	122915	123180	122850	122930	338358	1423541	5
2021.08.06	16:00:00	122930	123030	122775	122965	281876	1247103	5
2021.08.06	17:00:00	122960	123070	122825	123070	174866	610396	5
2021.08.09	09:00:00	122500	122590	122160	122340	481664	1539604	5
2021.08.09	10:00:00	122340	123565	122280	123500	890223	3435213	5
2021.08.09	11:00:00	123500	123550	122350	122390	827501	3303322	5
2021.08.09	12:00:00	122385	123255	122325	123065	576236	2386197	5
2021.08.09	13:00:00	123065	123230	122835	123050	410091	1690615	5
2021.08.09	14:00:00	123050	123790	122975	123490	552628	2280061	5
2021.08.09	15:00:00	123490	123680	123260	123275	368198	1527397	5
2021.08.09	16:00:00	123270	123435	122950	122985	324432	1396834	5
2021.08.09	17:00:00	122985	123090	122720	123015	203241	781753	5
2021.08.10	09:00:00	123285	123575	123105	123295	564005	1861825	5
2021.08.10	10:00:00	123300	123655	122850	123315	1072706	4036444	5
2021.08.10	11:00:00	123315	123545	122950	123475	740834	2924883	5
2021.08.10	12:00:00	123475	123660	123125	123175	518143	2136628	5
2021.08.10	13:00:00	123180	123340	122730	123175	499827	2064550	5
2021.08.10	14:00:00	123175	123230	122400	122615	496228	2097472	5
2021.08.10	15:00:00	122615	122805	122305	122605	434382	1871746	5
2021.08.10	16:00:00	122610	122680	122175	122265	332620	1510304	5
2021.08.10	17:00:00	122265	122500	122150	122450	213581	794646	5
2021.08.11	09:00:00	122725	122820	121865	122520	785883	2560487	5
2021.08.11	10:00:00	122520	122585	121170	121415	1113808	4201279	5
2021.08.11	11:00:00	121415	121530	120855	121315	718429	2746403	5
2021.08.11	12:00:00	121320	122150	121140	122090	620380	2490198	5
2021.08.11	13:00:00	122090	122635	121970	122610	483710	2021402	5
2021.08.11	14:00:00	122610	122900	122560	122770	447207	1881686	5
2021.08.11	15:00:00	122770	122780	122480	122600	371706	1658837	5
2021.08.11	16:00:00	122600	122680	122105	122225	392004	1763777	5
2021.08.11	17:00:00	122220	122225	121930	122130	190368	759823	5
2021.08.12	09:00:00	122390	122455	121520	121740	621857	2147913	5
2021.08.12	10:00:00	121745	121745	121065	121400	894279	3430469	5
2021.08.12	11:00:00	121405	121520	120530	121015	750465	2951227	5
2021.08.12	12:00:00	121020	121455	120955	121380	472008	1934874	5
2021.08.12	13:00:00	121380	121910	121325	121640	429675	1801156	5
2021.08.12	14:00:00	121645	121740	120950	121070	527430	2181762	5
2021.08.12	15:00:00	121065	121135	120745	121060	446875	1934358	5
2021.08.12	16:00:00	121065	121245	120500	120615	441283	1872567	5
2021.08.12	17:00:00	120615	120800	120370	120700	228637	834280	5
2021.08.13	09:00:00	120890	121300	120725	121245	645937	2225922	5
2021.08.13	10:00:00	121250	121265	120140	120220	1008471	3622473	5
2021.08.13	11:00:00	120220	120715	119940	120425	860165	3140091	5
2021.08.13	12:00:00	120420	120895	120345	120890	555471	2104043	5
2021.08.13	13:00:00	120890	121140	120600	121000	464877	1780111	5
2021.08.13	14:00:00	121005	121240	120545	120605	468246	1799183	5
2021.08.13	15:00:00	120605	120960	120390	120890	530297	2097601	5
2021.08.13	16:00:00	120890	121335	120875	121090	406860	1735614	5
2021.08.13	17:00:00	121090	121295	121005	121195	232371	824062	5
2021.08.16	09:00:00	120550	120600	120015	120545	449949	1605958	5
2021.08.16	10:00:00	120545	120760	119520	119665	891214	3686397	5
2021.08.16	11:00:00	119670	119845	119320	119485	696148	2887241	5
2021.08.16	12:00:00	119480	119630	118820	119065	626011	2652527	5
2021.08.16	13:00:00	119060	119245	118700	119160	512914	2152149	5
2021.08.16	14:00:00	119165	119575	119075	119275	515206	2248883	5
2021.08.16	15:00:00	119275	119460	118870	119190	522796	2309075	5
2021.08.16	16:00:00	119190	119335	118980	119100	456541	2052921	5
2021.08.16	17:00:00	119100	119630	119065	119630	227323	942804	5
2021.08.17	09:00:00	119315	119340	118435	118835	877564	3006706	5
2021.08.17	10:00:00	118835	119125	118060	118210	1144568	4658910	5
2021.08.17	11:00:00	118205	118740	118110	118135	863282	3498704	5
2021.08.17	12:00:00	118140	118465	117610	117695	656317	2826348	5
2021.08.17	13:00:00	117700	117890	116685	116740	661220	2856203	5
2021.08.17	14:00:00	116745	117150	116220	116620	705433	3102945	5
2021.08.17	15:00:00	116620	117220	116465	117145	623172	2731220	5
2021.08.17	16:00:00	117150	117775	117060	117750	468185	2210179	5
2021.08.17	17:00:00	117745	117920	117125	117150	334930	1321431	5
2021.08.18	09:00:00	118890	118965	117965	118340	650214	2056038	5
2021.08.18	10:00:00	118335	118555	117465	118365	984572	3808892	5
2021.08.18	11:00:00	118365	118375	117290	117815	900121	3539711	5
2021.08.18	12:00:00	117815	118165	117485	118000	687539	2756307	5
2021.08.18	13:00:00	117995	118615	117610	118615	523371	2146419	5
2021.08.18	14:00:00	118610	119685	118570	119195	576639	2487281	5
2021.08.18	15:00:00	119195	119490	118275	118345	650373	2708352	5
2021.08.18	16:00:00	118345	118670	117135	117220	563778	2453046	5
2021.08.18	17:00:00	117225	117370	116470	116960	300148	1138909	5
2021.08.19	09:00:00	115200	115850	114825	115435	809439	2619569	5
2021.08.19	10:00:00	115440	116545	115435	116370	1121711	4095107	5
2021.08.19	11:00:00	116370	116750	115670	116280	946544	3723206	5
2021.08.19	12:00:00	116280	117025	115940	116950	742472	3035818	5
2021.08.19	13:00:00	116950	117695	116840	117515	566469	2364269	5
2021.08.19	14:00:00	117515	118415	117130	117610	713374	3067453	5
2021.08.19	15:00:00	117610	118095	117320	117985	627778	2816040	5
2021.08.19	16:00:00	117985	118270	117795	117945	507826	2274045	5
2021.08.19	17:00:00	117945	118245	117810	118040	244203	932057	5
2021.08.20	09:00:00	117280	117470	116670	116700	564807	2046538	5
2021.08.20	10:00:00	116700	117515	116425	117275	1101088	4305823	5
2021.08.20	11:00:00	117275	117795	117055	117715	917280	3344389	5
2021.08.20	12:00:00	117715	118315	117640	118110	582847	2136242	5
2021.08.20	13:00:00	118105	118825	118080	118685	465828	1709582	5
2021.08.20	14:00:00	118680	118715	118275	118690	447854	1774365	5
2021.08.20	15:00:00	118695	119160	118630	118830	442860	1807133	5
2021.08.20	16:00:00	118825	119030	118480	118715	438415	1727415	5
2021.08.20	17:00:00	118715	118960	118550	118935	217181	780998	5
2021.08.23	09:00:00	119300	119595	118910	118945	560680	1866614	5
2021.08.23	10:00:00	118945	119120	118230	118645	1066853	3947551	5
2021.08.23	11:00:00	118640	118735	118230	118675	822172	3123771	5
2021.08.23	12:00:00	118675	118850	117800	117970	725213	2832782	5
2021.08.23	13:00:00	117970	118240	117745	118200	415565	1573525	5
2021.08.23	14:00:00	118200	118635	118090	118280	501028	1981596	5
2021.08.23	15:00:00	118280	118470	118025	118340	446031	1896881	5
2021.08.23	16:00:00	118335	118615	118265	118305	384943	1709944	5
2021.08.23	17:00:00	118305	118385	117785	118060	311836	1257525	5
2021.08.24	09:00:00	118910	119560	118880	119440	520784	1827353	5
2021.08.24	10:00:00	119440	120405	119410	120190	817785	3385967	5
2021.08.24	11:00:00	120190	121090	120040	120915	710707	3017471	5
2021.08.24	12:00:00	120915	121170	120720	120740	453195	1923108	5
2021.08.24	13:00:00	120740	121005	120570	120815	501146	2202993	5
2021.08.24	14:00:00	120815	121135	120725	120820	480785	2124001	5
2021.08.24	15:00:00	120815	121245	120780	121100	397711	1812281	5
2021.08.24	16:00:00	121100	121135	120685	120810	321396	1496340	5
2021.08.24	17:00:00	120815	121275	120715	121275	221323	963863	5
2021.08.25	09:00:00	121145	121215	120320	120410	654752	2435250	5
2021.08.25	10:00:00	120415	120625	119845	120215	880949	3443069	5
2021.08.25	11:00:00	120220	120655	120160	120360	731597	2891923	5
2021.08.25	12:00:00	120360	120680	120215	120445	526006	2171416	5
2021.08.25	13:00:00	120445	120525	120110	120265	386109	1598461	5
2021.08.25	14:00:00	120260	120650	120200	120640	372481	1623987	5
2021.08.25	15:00:00	120635	121325	120590	121205	503577	2301844	5
2021.08.25	16:00:00	121205	121550	121030	121475	377356	1722818	5
2021.08.25	17:00:00	121475	121590	121260	121390	193243	784178	5
2021.08.26	09:00:00	121050	121185	120585	120740	530743	1813878	5
2021.08.26	10:00:00	120740	121480	120595	121455	953480	3782283	5
2021.08.26	11:00:00	121460	121560	120615	120705	870526	3521201	5
2021.08.26	12:00:00	120705	120710	120015	120405	632052	2699413	5
2021.08.26	13:00:00	120405	120690	120215	120350	415085	1742565	5
2021.08.26	14:00:00	120345	120520	119980	120030	443354	1897550	5
2021.08.26	15:00:00	120030	120070	119700	119775	444184	1974670	5
2021.08.26	16:00:00	119770	120040	119345	119470	516861	2361969	5
2021.08.26	17:00:00	119470	119575	119030	119575	263327	1011580	5
2021.08.27	09:00:00	119985	120130	119715	120040	498174	1715538	5
2021.08.27	10:00:00	120035	120465	119660	120285	864510	3326045	5
2021.08.27	11:00:00	120285	120890	120165	120660	680250	2811987	5
2021.08.27	12:00:00	120660	121030	120380	120880	453682	1933908	5
2021.08.27	13:00:00	120880	121125	120725	121040	322511	1378269	5
2021.08.27	14:00:00	121045	121125	120775	121005	330647	1392423	5
2021.08.27	15:00:00	121000	121170	120830	120875	353739	1550622	5
2021.08.27	16:00:00	120875	121390	120855	121370	297185	1402229	5
2021.08.27	17:00:00	121365	121400	120850	120850	173677	691854	5
2021.08.30	09:00:00	121120	121200	120555	120555	423681	1419265	5
2021.08.30	10:00:00	120555	120975	119900	119985	815517	3345784	5
2021.08.30	11:00:00	119985	120685	119970	120675	594841	2534067	5
2021.08.30	12:00:00	120675	120935	120540	120865	461709	2048769	5
2021.08.30	13:00:00	120860	121020	120635	120870	369039	1632119	5
2021.08.30	14:00:00	120865	120895	120160	120200	527420	2268339	5
2021.08.30	15:00:00	120200	120580	120130	120545	351101	1621305	5
2021.08.30	16:00:00	120540	120575	120225	120305	350461	1627865	5
2021.08.30	17:00:00	120300	120685	120205	120630	198101	800758	5
2021.08.31	09:00:00	120190	120420	119805	120215	673149	2218526	5
2021.08.31	10:00:00	120215	120795	119865	120010	992536	3769135	5
2021.08.31	11:00:00	120010	120550	119985	120145	810632	3097926	5
2021.08.31	12:00:00	120140	120395	119480	119510	710312	2806458	5
2021.08.31	13:00:00	119510	119705	118825	118865	586896	2375979	5
2021.08.31	14:00:00	118870	119045	118415	118545	531400	2304692	5
2021.08.31	15:00:00	118545	119015	118455	118755	463829	2006177	5
2021.08.31	16:00:00	118755	119185	118530	118920	428890	1945221	5
2021.08.31	17:00:00	118915	119310	118880	119200	273758	1042929	5
2021.09.01	09:00:00	119400	119665	119005	119635	620217	2067617	5
2021.09.01	10:00:00	119635	119705	118625	119625	1099948	4229527	5
2021.09.01	11:00:00	119620	119980	119440	119875	702151	2730418	5
2021.09.01	12:00:00	119875	120040	119190	119525	630312	2515310	5
2021.09.01	13:00:00	119525	119940	119450	119720	492444	1954122	5
2021.09.01	14:00:00	119715	120560	119660	120400	509391	2162957	5
2021.09.01	15:00:00	120400	120615	120065	120120	399945	1774566	5
2021.09.01	16:00:00	120125	120235	119855	119930	415625	1815002	5
2021.09.01	17:00:00	119925	119940	119080	119180	274492	1088954	5
2021.09.02	09:00:00	119595	119735	119140	119265	671531	2326284	5
2021.09.02	10:00:00	119260	119330	118085	118285	1074600	4150482	5
2021.09.02	11:00:00	118285	119040	118160	118795	836265	3302071	5
2021.09.02	12:00:00	118790	119140	118325	118555	741649	2817817	5
2021.09.02	13:00:00	118555	118645	118025	118240	561589	2257489	5
2021.09.02	14:00:00	118235	118520	117805	117885	642284	2639715	5
2021.09.02	15:00:00	117880	118040	117330	117540	561030	2247613	5
2021.09.02	16:00:00	117535	117585	117040	117325	413910	1707822	5
2021.09.02	17:00:00	117330	117365	116920	117160	248637	947034	5
2021.09.03	09:00:00	117665	118350	117520	118145	796501	2492344	5
2021.09.03	10:00:00	118145	118200	117250	117380	1092830	3846395	5
2021.09.03	11:00:00	117375	117480	116620	116645	765551	2943888	5
2021.09.03	12:00:00	116640	116940	116295	116390	551885	2225629	5
2021.09.03	13:00:00	116385	116730	116115	116200	470704	1904368	5
2021.09.03	14:00:00	116200	116395	116085	116165	408959	1706768	5
2021.09.03	15:00:00	116165	117185	116130	117155	503310	2171623	5
2021.09.03	16:00:00	117155	117220	116855	117035	361856	1529095	5
2021.09.03	17:00:00	117035	117360	116505	116855	284486	1053880	5
2021.09.06	09:00:00	117200	117305	116530	116670	478554	1498974	5
2021.09.06	10:00:00	116675	117575	116620	117555	793409	2910089	5
2021.09.06	11:00:00	117550	118040	117425	117935	538477	2170508	5
2021.09.06	12:00:00	117940	118040	117570	117760	405672	1613716	5
2021.09.06	13:00:00	117760	118310	117690	118095	371445	1446899	5
2021.09.06	14:00:00	118100	118585	118085	118430	297157	1131808	5
2021.09.06	15:00:00	118435	118550	118065	118260	363537	1359064	5
2021.09.06	16:00:00	118260	118510	118070	118250	299833	1151532	5
2021.09.06	17:00:00	118255	118450	118125	118370	200195	723635	5
2021.09.08	09:00:00	117150	117920	117010	117890	625837	2093102	5
2021.09.08	10:00:00	117890	117980	116320	116330	1098449	4255959	5
2021.09.08	11:00:00	116330	116510	115055	115240	875714	3641628	5
2021.09.08	12:00:00	115245	115345	114785	115265	662693	2728398	5
2021.09.08	13:00:00	115270	115550	114670	115140	709874	2816006	5
2021.09.08	14:00:00	115140	115330	114555	115000	625328	2504544	5
2021.09.08	15:00:00	115005	115275	114575	114645	496443	2085989	5
2021.09.08	16:00:00	114645	114680	113570	113805	615351	2710604	5
2021.09.08	17:00:00	113810	114085	113610	113830	275971	1019187	5
2021.09.09	09:00:00	114570	114930	113500	114145	1236816	3897780	5
2021.09.09	10:00:00	114150	114750	113655	114230	1323308	4461258	5
2021.09.09	11:00:00	114230	114485	113840	113970	816691	2903242	5
2021.09.09	12:00:00	113970	114105	113100	113480	761562	2740306	5
2021.09.09	13:00:00	113485	114460	113475	114145	635403	2311623	5
2021.09.09	14:00:00	114145	114235	113005	113160	735320	2766968	5
2021.09.09	15:00:00	113160	113560	112815	113265	640997	2531470	5
